Conference,Year,Gender,Bundle_ID,Event,1st,8th,16th,Sec_per_place,Source_File,Data_Quality,1st_flags,8th_flags,16th_flags
NEWMAC,2026,men,newmac_2026,400 IM,3:55.55,4:11.15,4:22.17,1.7747,2026_newmac_championships_full_results.pdf,finals,,,
NEWMAC,2026,men,newmac_2026,50 Free,19.97,20.87,21.30,0.0887,2026_newmac_championships_full_results.pdf,finals,,,
NEWMAC,2026,men,newmac_2026,500 Free,4:29.55,4:41.67,4:47.69,1.2093,2026_newmac_championships_full_results.pdf,finals,,,
NEWMAC,2026,women,newmac_2026,100 Back,54.68,58.88,1:01.18,0.4333,2026_newmac_championships_full_results.pdf,finals,,,
NEWMAC,2026,women,newmac_2026,100 Breast,1:03.10,1:08.67,1:09.89,0.4527,2026_newmac_championships_full_results.pdf,finals,,,
NEWMAC,2026,women,newmac_2026,100 Fly,54.49,57.55,1:00.88,0.426,2026_newmac_championships_full_results.pdf,finals,,,
NEWMAC,2026,women,newmac_2026,100 Free,50.42,53.46,54.56,0.276,2026_newmac_championships_full_results.pdf,finals,,,
NEWMAC,2026,women,newmac_2026,1650 Free,17:24.23,18:32.48,19:17.62,7.5593,2026_newmac_championships_full_results.pdf,finals,,,
NEWMAC,2026,women,newmac_2026,200 Back,2:04.91,2:09.93,2:13.95,0.6027,2026_newmac_championships_full_results.pdf,finals,,,
NEWMAC,2026,women,newmac_2026,200 Breast,2:16.90,2:27.29,2:34.21,1.154,2026_newmac_championships_full_results.pdf,finals,,,
NEWMAC,2026,women,newmac_2026,200 Fly,2:03.34,2:07.25,2:19.57,1.082,2026_newmac_championships_full_results.pdf,finals,,,
NEWMAC,2026,women,newmac_2026,200 Free,1:50.76,1:57.93,1:58.64,0.5253,2026_newmac_championships_full_results.pdf,finals,,,
NEWMAC,2026,women,newmac_2026,200 IM,2:02.55,2:07.10,2:13.47,0.728,2026_newmac_championships_full_results.pdf,finals,,,
NEWMAC,2026,women,newmac_2026,400 IM,4:27.54,4:45.21,4:55.08,1.836,2026_newmac_championships_full_results.pdf,finals,,,
NEWMAC,2026,women,newmac_2026,50 Free,23.15,24.25,25.13,0.132,2026_newmac_championships_full_results.pdf,finals,,,
NEWMAC,2026,women,newmac_2026,500 Free,4:52.57,5:13.71,5:20.20,1.842,2026_newmac_championships_full_results.pdf,finals,,,
ODAC,2026,men,odac_2026,100 Back,47.81,53.61,56.38,0.5713,odac 2026 MENS swim-full-results.pdf,prelim_fallback,,,
ODAC,2026,men,odac_2026,100 Breast,53.76,58.29,1:01.84,0.5387,odac 2026 MENS swim-full-results.pdf,prelim_fallback,,,
ODAC,2026,men,odac_2026,100 Fly,48.18,51.12,53.53,0.3567,odac 2026 MENS swim-full-results.pdf,prelim_fallback,,,
ODAC,2026,men,odac_2026,100 Free,44.08,47.00,48.28,0.28,odac 2026 MENS swim-full-results.pdf,prelim_fallback,,,
ODAC,2026,men,odac_2026,1650 Free,15:58.34,16:48.03,18:12.45,8.9407,odac 2026 MENS swim-full-results.pdf,prelim_fallback,,,
ODAC,2026,men,odac_2026,200 Back,1:47.73,1:57.46,2:05.10,1.158,odac 2026 MENS swim-full-results.pdf,prelim_fallback,,,
ODAC,2026,men,odac_2026,200 Breast,1:58.53,2:08.09,2:13.84,1.0207,odac 2026 MENS swim-full-results.pdf,prelim_fallback,,,
ODAC,2026,men,odac_2026,200 Fly,1:50.89,1:59.01,2:05.96,1.0047,odac 2026 MENS swim-full-results.pdf,prelim_fallback,,,
ODAC,2026,men,odac_2026,200 Free,1:37.65,1:44.54,1:48.56,0.7273,odac 2026 MENS swim-full-results.pdf,prelim_fallback,,,
ODAC,2026,men,odac_2026,200 IM,1:47.61,1:57.11,1:57.74,0.6753,odac 2026 MENS swim-full-results.pdf,prelim_fallback,,,
ODAC,2026,men,odac_2026,400 IM,4:02.35,4:13.74,4:48.83,3.0987,odac 2026 MENS swim-full-results.pdf,prelim_fallback,,,
ODAC,2026,men,odac_2026,50 Free,20.29,21.41,21.92,0.1087,odac 2026 MENS swim-full-results.pdf,prelim_fallback,,,
ODAC,2026,men,odac_2026,500 Free,4:32.27,4:48.31,4:52.86,1.3727,odac 2026 MENS swim-full-results.pdf,prelim_fallback,,,
ODAC,2026,women,odac_2026,100 Back,56.80,1:01.84,1:05.47,0.578,odac 2026 WOMENS swim_results.pdf,prelim_fallback,,,
ODAC,2026,women,odac_2026,100 Breast,1:04.49,1:08.27,1:13.22,0.582,odac 2026 WOMENS swim_results.pdf,prelim_fallback,,,
ODAC,2026,women,odac_2026,100 Fly,56.83,1:01.12,1:04.79,0.5307,odac 2026 WOMENS swim_results.pdf,prelim_fallback,,,
ODAC,2026,women,odac_2026,100 Free,52.33,54.83,1:01.54,0.614,odac 2026 WOMENS swim_results.pdf,prelim_fallback,,,
ODAC,2026,women,odac_2026,1650 Free,17:29.61,18:40.31,19:36.29,8.4453,odac 2026 WOMENS swim_results.pdf,prelim_fallback,,,
ODAC,2026,women,odac_2026,200 Back,2:03.50,2:14.85,2:22.88,1.292,odac 2026 WOMENS swim_results.pdf,prelim_fallback,,,
ODAC,2026,women,odac_2026,200 Breast,2:21.67,2:31.07,2:49.15,1.832,odac 2026 WOMENS swim_results.pdf,prelim_fallback,,,
ODAC,2026,women,odac_2026,200 Fly,2:06.83,2:17.34,4:07.45,8.0413,odac 2026 WOMENS swim_results.pdf,prelim_fallback,,,
ODAC,2026,women,odac_2026,200 Free,1:55.15,1:59.00,2:07.41,0.8173,odac 2026 WOMENS swim_results.pdf,prelim_fallback,,,
ODAC,2026,women,odac_2026,200 IM,2:06.68,2:12.42,2:16.20,0.6347,odac 2026 WOMENS swim_results.pdf,prelim_fallback,,,
ODAC,2026,women,odac_2026,400 IM,4:36.06,4:47.91,5:22.69,3.1087,odac 2026 WOMENS swim_results.pdf,prelim_fallback,,,
ODAC,2026,women,odac_2026,50 Free,23.74,24.61,25.64,0.1267,odac 2026 WOMENS swim_results.pdf,prelim_fallback,,,
ODAC,2026,women,odac_2026,500 Free,5:06.61,5:20.73,5:32.30,1.7127,odac 2026 WOMENS swim_results.pdf,prelim_fallback,,,
PCSC,2026,men,pcsc_2026,100 Back,49.30,52.00,54.39,0.3393,PCSC 2026 Results.pdf,prelim_fallback,,,
PCSC,2026,men,pcsc_2026,100 Breast,55.24,57.01,1:01.20,0.3973,PCSC 2026 Results.pdf,prelim_fallback,,,
PCSC,2026,men,pcsc_2026,100 Fly,48.07,50.07,51.59,0.2347,PCSC 2026 Results.pdf,prelim_fallback,,,
PCSC,2026,men,pcsc_2026,100 Free,43.97,45.37,47.01,0.2027,PCSC 2026 Results.pdf,prelim_fallback,,,
PCSC,2026,men,pcsc_2026,1000 Free,9:15.95,9:50.55,10:41.08,5.6753,PCSC 2026 Results.pdf,prelim_fallback,,,
PCSC,2026,men,pcsc_2026,1650 Free,15:40.68,16:40.24,17:48.44,8.5173,PCSC 2026 Results.pdf,prelim_fallback,,,
PCSC,2026,men,pcsc_2026,200 Back,1:46.65,1:56.15,2:09.26,1.5073,PCSC 2026 Results.pdf,prelim_fallback,,,
PCSC,2026,men,pcsc_2026,200 Breast,2:00.10,2:07.91,2:22.93,1.522,PCSC 2026 Results.pdf,prelim_fallback,,,
PCSC,2026,men,pcsc_2026,200 Fly,1:48.84,1:53.62,2:12.97,1.6087,PCSC 2026 Results.pdf,prelim_fallback,,,
PCSC,2026,men,pcsc_2026,200 Free,1:38.77,1:42.52,1:52.40,0.9087,PCSC 2026 Results.pdf,prelim_fallback,,,
PCSC,2026,men,pcsc_2026,200 IM,1:47.34,1:53.67,2:08.04,1.38,PCSC 2026 Results.pdf,prelim_fallback,,,
PCSC,2026,men,pcsc_2026,400 IM,3:54.26,4:12.85,4:29.03,2.318,PCSC 2026 Results.pdf,prelim_fallback,,,
PCSC,2026,men,pcsc_2026,50 Free,20.14,20.95,21.17,0.0687,PCSC 2026 Results.pdf,prelim_fallback,,,
PCSC,2026,men,pcsc_2026,500 Free,4:27.96,4:51.70,5:08.09,2.6753,PCSC 2026 Results.pdf,prelim_fallback,,,
PCSC,2026,women,pcsc_2026,100 Back,55.62,56.85,58.69,0.2047,PCSC 2026 Results.pdf,prelim_fallback,,,
PCSC,2026,women,pcsc_2026,100 Breast,1:04.07,1:05.20,1:07.82,0.25,PCSC 2026 Results.pdf,prelim_fallback,,,
PCSC,2026,women,pcsc_2026,100 Fly,54.44,58.16,58.73,0.286,PCSC 2026 Results.pdf,prelim_fallback,,,
PCSC,2026,women,pcsc_2026,100 Free,50.12,53.03,53.16,0.2027,PCSC 2026 Results.pdf,prelim_fallback,,,
PCSC,2026,women,pcsc_2026,1000 Free,10:06.84,10:37.11,10:48.23,2.7593,PCSC 2026 Results.pdf,prelim_fallback,,,
PCSC,2026,women,pcsc_2026,1650 Free,16:57.28,18:03.15,18:21.78,5.6333,PCSC 2026 Results.pdf,prelim_fallback,,,
PCSC,2026,women,pcsc_2026,200 Back,2:01.82,2:07.10,2:09.48,0.5107,PCSC 2026 Results.pdf,prelim_fallback,,,
PCSC,2026,women,pcsc_2026,200 Breast,2:16.81,2:22.92,2:27.70,0.726,PCSC 2026 Results.pdf,prelim_fallback,,,
PCSC,2026,women,pcsc_2026,200 Fly,2:02.92,2:08.76,2:12.43,0.634,PCSC 2026 Results.pdf,prelim_fallback,,,
PCSC,2026,women,pcsc_2026,200 Free,1:51.52,1:55.18,1:56.61,0.3393,PCSC 2026 Results.pdf,prelim_fallback,,,
PCSC,2026,women,pcsc_2026,200 IM,2:01.71,2:08.83,2:11.00,0.6193,PCSC 2026 Results.pdf,prelim_fallback,,,
PCSC,2026,women,pcsc_2026,400 IM,4:23.31,4:35.30,4:42.07,1.2507,PCSC 2026 Results.pdf,prelim_fallback,,,
PCSC,2026,women,pcsc_2026,50 Free,23.42,23.86,24.82,0.0933,PCSC 2026 Results.pdf,prelim_fallback,,,
PCSC,2026,women,pcsc_2026,500 Free,4:57.58,5:09.69,5:17.34,1.3173,PCSC 2026 Results.pdf,prelim_fallback,,,
PSAC,2026,men,psac_2026,100 Back,48.81,51.28,52.99,0.2787,PSAC 2026 RESULTS.pdf,finals,,,
PSAC,2026,men,psac_2026,100 Breast,55.46,56.71,58.64,0.212,PSAC 2026 RESULTS.pdf,finals,,,
PSAC,2026,men,psac_2026,100 Fly,48.32,49.98,51.12,0.1867,PSAC 2026 RESULTS.pdf,finals,,,
PSAC,2026,men,psac_2026,100 Free,44.30,46.73,47.07,0.1847,PSAC 2026 RESULTS.pdf,finals,,,
PSAC,2026,men,psac_2026,1000 Free,9:13.02,9:45.42,10:01.66,3.2427,PSAC 2026 RESULTS.pdf,finals,,,
PSAC,2026,men,psac_2026,1650 Free,15:19.54,16:23.64,16:52.34,6.1867,PSAC 2026 RESULTS.pdf,finals,,,
PSAC,2026,men,psac_2026,200 Back,1:46.74,1:52.70,1:57.65,0.7273,PSAC 2026 RESULTS.pdf,finals,,,
PSAC,2026,men,psac_2026,200 Breast,2:01.85,2:04.49,2:08.58,0.4487,PSAC 2026 RESULTS.pdf,finals,,,
PSAC,2026,men,psac_2026,200 Fly,1:48.89,1:54.67,1:57.04,0.5433,PSAC 2026 RESULTS.pdf,finals,,,
PSAC,2026,men,psac_2026,200 Free,1:37.97,1:42.36,1:47.50,0.6353,PSAC 2026 RESULTS.pdf,finals,,,
PSAC,2026,men,psac_2026,200 IM,1:47.63,1:51.79,1:57.74,0.674,PSAC 2026 RESULTS.pdf,finals,,,
PSAC,2026,men,psac_2026,400 IM,3:53.46,4:10.48,4:14.59,1.4087,PSAC 2026 RESULTS.pdf,finals,,,
PSAC,2026,men,psac_2026,50 Free,20.23,20.95,21.47,0.0827,PSAC 2026 RESULTS.pdf,finals,,,
PSAC,2026,men,psac_2026,500 Free,4:23.91,4:41.46,4:55.44,2.102,PSAC 2026 RESULTS.pdf,finals,,,
PSAC,2026,women,psac_2026,100 Back,55.34,58.35,1:00.62,0.352,PSAC 2026 RESULTS.pdf,finals,,,
PSAC,2026,women,psac_2026,100 Breast,1:04.28,1:06.35,1:07.76,0.232,PSAC 2026 RESULTS.pdf,finals,,,
PSAC,2026,women,psac_2026,100 Fly,56.07,58.41,59.36,0.2193,PSAC 2026 RESULTS.pdf,finals,,,
PSAC,2026,women,psac_2026,100 Free,50.58,53.29,53.37,0.186,PSAC 2026 RESULTS.pdf,finals,,,
PSAC,2026,women,psac_2026,1000 Free,10:13.47,10:35.17,10:52.83,2.624,PSAC 2026 RESULTS.pdf,finals,,,
PSAC,2026,women,psac_2026,1650 Free,17:00.37,17:48.85,18:17.75,5.1587,PSAC 2026 RESULTS.pdf,finals,,,
PSAC,2026,women,psac_2026,200 Back,1:59.38,2:09.95,2:11.39,0.8007,PSAC 2026 RESULTS.pdf,finals,,,
PSAC,2026,women,psac_2026,200 Breast,2:17.63,2:25.82,2:28.64,0.734,PSAC 2026 RESULTS.pdf,finals,,,
PSAC,2026,women,psac_2026,200 Fly,2:02.05,2:10.78,2:15.06,0.8673,PSAC 2026 RESULTS.pdf,finals,,,
PSAC,2026,women,psac_2026,200 Free,1:51.61,1:54.95,2:00.73,0.608,PSAC 2026 RESULTS.pdf,finals,,,
PSAC,2026,women,psac_2026,200 IM,2:04.20,2:10.99,2:11.98,0.5187,PSAC 2026 RESULTS.pdf,finals,,,
PSAC,2026,women,psac_2026,400 IM,4:23.46,4:40.54,4:43.89,1.362,PSAC 2026 RESULTS.pdf,finals,,,
PSAC,2026,women,psac_2026,50 Free,23.03,23.99,24.51,0.0987,PSAC 2026 RESULTS.pdf,finals,,,
PSAC,2026,women,psac_2026,500 Free,4:58.33,5:04.89,5:14.73,1.0933,PSAC 2026 RESULTS.pdf,finals,,,
Patriot,2026,men,patriot_2026,100 Back,44.80,48.63,50.19,0.3593,Patriot League 2026 results.pdf,prelim_fallback,,,
Patriot,2026,men,patriot_2026,100 Breast,51.69,53.09,56.69,0.3333,Patriot League 2026 results.pdf,prelim_fallback,,,
Patriot,2026,men,patriot_2026,100 Fly,46.11,48.11,48.98,0.1913,Patriot League 2026 results.pdf,prelim_fallback,,,
Patriot,2026,men,patriot_2026,100 Free,42.44,43.76,45.03,0.1727,Patriot League 2026 results.pdf,prelim_fallback,,,
Patriot,2026,men,patriot_2026,1650 Free,14:54.68,15:34.23,15:53.93,3.95,Patriot League 2026 results.pdf,prelim_fallback,,,
Patriot,2026,men,patriot_2026,200 Back,1:40.13,1:47.98,1:49.89,0.6507,Patriot League 2026 results.pdf,prelim_fallback,,,
Patriot,2026,men,patriot_2026,200 Breast,1:52.82,1:59.92,2:03.03,0.6807,Patriot League 2026 results.pdf,prelim_fallback,,,
Patriot,2026,men,patriot_2026,200 Fly,1:41.87,1:52.05,1:52.08,0.6807,Patriot League 2026 results.pdf,prelim_fallback,,,
Patriot,2026,men,patriot_2026,200 Free,1:34.07,1:37.68,1:39.72,0.3767,Patriot League 2026 results.pdf,prelim_fallback,,,
Patriot,2026,men,patriot_2026,200 IM,1:44.45,1:49.35,1:50.53,0.4053,Patriot League 2026 results.pdf,prelim_fallback,,,
Patriot,2026,men,patriot_2026,400 IM,3:47.66,3:52.54,4:01.19,0.902,Patriot League 2026 results.pdf,prelim_fallback,,,
Patriot,2026,men,patriot_2026,50 Free,19.28,20.12,20.48,0.08,Patriot League 2026 results.pdf,prelim_fallback,,,
Patriot,2026,men,patriot_2026,500 Free,4:16.73,4:26.53,4:32.67,1.0627,Patriot League 2026 results.pdf,prelim_fallback,,,
Patriot,2026,women,patriot_2026,100 Back,52.83,56.04,56.31,0.232,Patriot League 2026 results.pdf,prelim_fallback,,,
Patriot,2026,women,patriot_2026,100 Breast,59.78,1:02.75,1:05.37,0.3727,Patriot League 2026 results.pdf,prelim_fallback,,,
Patriot,2026,women,patriot_2026,100 Fly,51.34,54.47,55.36,0.268,Patriot League 2026 results.pdf,prelim_fallback,,,
Patriot,2026,women,patriot_2026,100 Free,48.85,51.31,51.56,0.1807,Patriot League 2026 results.pdf,prelim_fallback,,,
Patriot,2026,women,patriot_2026,1650 Free,16:31.72,17:07.90,17:25.30,3.572,Patriot League 2026 results.pdf,prelim_fallback,,,
Patriot,2026,women,patriot_2026,200 Back,1:56.51,2:01.59,2:04.58,0.538,Patriot League 2026 results.pdf,prelim_fallback,,,
Patriot,2026,women,patriot_2026,200 Breast,2:10.28,2:18.13,2:20.79,0.7007,Patriot League 2026 results.pdf,mixed_final_prelim_fallback,,,16th_final_dq_used_prelim16
Patriot,2026,women,patriot_2026,200 Fly,1:58.63,2:03.70,2:07.05,0.5613,Patriot League 2026 results.pdf,prelim_fallback,,,
Patriot,2026,women,patriot_2026,200 Free,1:46.38,1:50.70,1:54.73,0.5567,Patriot League 2026 results.pdf,prelim_fallback,,,
Patriot,2026,women,patriot_2026,200 IM,1:58.46,2:02.89,2:06.03,0.5047,Patriot League 2026 results.pdf,prelim_fallback,,,
Patriot,2026,women,patriot_2026,400 IM,4:16.24,4:29.95,4:38.87,1.5087,Patriot League 2026 results.pdf,prelim_fallback,,,
Patriot,2026,women,patriot_2026,50 Free,22.56,23.41,23.76,0.08,Patriot League 2026 results.pdf,prelim_fallback,,,
Patriot,2026,women,patriot_2026,500 Free,4:42.07,4:56.70,4:59.90,1.296,Patriot League 2026 results.pdf,prelim_fallback,,,
SAC,2026,men,sac_2026,100 Back,48.02,49.95,58.81,0.7193,SAC 2026 fri_final_results.pdf,finals,,,
SAC,2026,men,sac_2026,100 Breast,53.06,56.20,1:01.52,0.564,SAC 2026 fri_final_results.pdf,finals,,,
SAC,2026,men,sac_2026,100 Fly,47.14,49.04,51.46,0.288,SAC 2026 thu_final_results.pdf,finals,,,
SAC,2026,men,sac_2026,100 Free,42.84,44.85,46.93,0.2727,SAC 2026 sat_final_results.pdf,finals,,,
SAC,2026,men,sac_2026,1000 Free,9:05.89,9:33.69,10:10.71,4.3213,SAC 2026 wed_final_results.pdf,finals,,,
SAC,2026,men,sac_2026,1650 Free,15:23.80,16:06.42,19:11.05,15.15,SAC 2026 sat_final_results.pdf,finals,,,
SAC,2026,men,sac_2026,200 Back,1:45.58,1:50.68,2:12.65,1.8047,SAC 2026 sat_final_results.pdf,finals,,,
SAC,2026,men,sac_2026,200 Breast,1:59.53,2:08.82,2:16.11,1.1053,SAC 2026 sat_final_results.pdf,finals,,,
SAC,2026,men,sac_2026,200 Fly,1:47.58,1:52.98,1:58.88,0.7533,SAC 2026 fri_final_results.pdf,finals,,,
SAC,2026,men,sac_2026,200 Free,1:35.12,1:40.37,1:46.57,0.7633,SAC 2026 thu_final_results.pdf,finals,,,
SAC,2026,men,sac_2026,200 IM,1:47.18,1:52.60,1:59.63,0.83,SAC 2026 wed_final_results.pdf,finals,,,
SAC,2026,men,sac_2026,400 IM,3:51.79,4:13.28,4:19.26,1.8313,SAC 2026 thu_final_results.pdf,finals,,,
SAC,2026,men,sac_2026,50 Free,19.73,20.53,21.11,0.092,SAC 2026 wed_final_results.pdf,finals,,,
SAC,2026,men,sac_2026,500 Free,4:24.15,4:38.66,4:58.11,2.264,SAC 2026 fri_final_results.pdf,finals,,,
SAC,2026,women,sac_2026,100 Back,55.74,57.73,1:00.32,0.3053,SAC 2026 fri_final_results.pdf,finals,,,
SAC,2026,women,sac_2026,100 Breast,1:01.89,1:05.56,1:09.29,0.4933,SAC 2026 fri_final_results.pdf,finals,,,
SAC,2026,women,sac_2026,100 Fly,54.65,56.87,58.95,0.2867,SAC 2026 thu_final_results.pdf,finals,,,
SAC,2026,women,sac_2026,100 Free,50.31,51.68,53.76,0.23,SAC 2026 sat_final_results.pdf,finals,,,
SAC,2026,women,sac_2026,1000 Free,10:09.26,10:47.55,11:34.02,5.6507,SAC 2026 wed_final_results.pdf,finals,,,
SAC,2026,women,sac_2026,1650 Free,16:58.53,18:11.61,20:28.08,13.97,SAC 2026 sat_final_results.pdf,finals,,,
SAC,2026,women,sac_2026,200 Back,1:59.92,2:08.16,2:19.31,1.2927,SAC 2026 sat_final_results.pdf,finals,,,
SAC,2026,women,sac_2026,200 Breast,2:15.29,2:23.99,2:36.08,1.386,SAC 2026 sat_final_results.pdf,finals,,,
SAC,2026,women,sac_2026,200 Fly,2:01.35,2:10.24,2:38.43,2.472,SAC 2026 fri_final_results.pdf,finals,,,
SAC,2026,women,sac_2026,200 Free,1:49.97,1:54.99,1:57.89,0.528,SAC 2026 thu_final_results.pdf,finals,,,
SAC,2026,women,sac_2026,200 IM,2:03.41,2:06.68,2:11.59,0.5453,SAC 2026 wed_final_results.pdf,finals,,,
SAC,2026,women,sac_2026,400 IM,4:26.90,4:35.91,4:44.86,1.1973,SAC 2026 thu_final_results.pdf,finals,,,
SAC,2026,women,sac_2026,50 Free,23.12,24.02,24.68,0.104,SAC 2026 wed_final_results.pdf,finals,,,
SAC,2026,women,sac_2026,500 Free,4:57.83,5:10.70,5:28.12,2.0193,SAC 2026 fri_final_results.pdf,finals,,,
SCIAC,2026,men,sciac_2026,100 Back,49.29,52.37,53.82,0.302,2026_sciac_conference_results.pdf,finals,,,
SCIAC,2026,men,sciac_2026,100 Breast,54.97,56.97,59.80,0.322,2026_sciac_conference_results.pdf,finals,,,
SCIAC,2026,men,sciac_2026,100 Fly,48.07,50.80,51.12,0.2033,2026_sciac_conference_results.pdf,finals,,,
SCIAC,2026,men,sciac_2026,100 Free,45.16,45.74,48.19,0.202,2026_sciac_conference_results.pdf,finals,,,
SCIAC,2026,men,sciac_2026,1650 Free,15:37.94,16:19.53,18:10.03,10.1393,2026_sciac_conference_results.pdf,finals,,,
SCIAC,2026,men,sciac_2026,200 Back,1:49.26,1:53.50,1:57.21,0.53,2026_sciac_conference_results.pdf,finals,,,
SCIAC,2026,men,sciac_2026,200 Breast,2:00.72,2:06.33,2:10.73,0.6673,2026_sciac_conference_results.pdf,finals,,,
SCIAC,2026,men,sciac_2026,200 Fly,1:47.58,1:54.06,1:59.42,0.7893,2026_sciac_conference_results.pdf,finals,,,
SCIAC,2026,men,sciac_2026,200 Free,1:39.07,1:41.77,1:44.00,0.3287,2026_sciac_conference_results.pdf,finals,,,
SCIAC,2026,men,sciac_2026,200 IM,1:49.01,1:52.74,1:54.22,0.3473,2026_sciac_conference_results.pdf,finals,,,
SCIAC,2026,men,sciac_2026,400 IM,3:55.65,4:04.51,4:13.35,1.18,2026_sciac_conference_results.pdf,finals,,,
SCIAC,2026,men,sciac_2026,50 Free,20.36,21.03,21.57,0.0807,2026_sciac_conference_results.pdf,finals,,,
SCIAC,2026,men,sciac_2026,500 Free,4:28.48,4:39.57,4:47.18,1.2467,2026_sciac_conference_results.pdf,finals,,,
SCIAC,2026,women,sciac_2026,100 Back,55.93,58.86,1:00.38,0.2967,2026_sciac_conference_results.pdf,finals,,,
SCIAC,2026,women,sciac_2026,100 Breast,1:03.52,1:08.59,1:11.94,0.5613,2026_sciac_conference_results.pdf,finals,,,
SCIAC,2026,women,sciac_2026,100 Fly,54.22,57.38,1:00.62,0.4267,2026_sciac_conference_results.pdf,finals,,,
SCIAC,2026,women,sciac_2026,100 Free,50.13,52.10,55.19,0.3373,2026_sciac_conference_results.pdf,finals,,,
SCIAC,2026,women,sciac_2026,1650 Free,17:08.24,17:59.57,18:32.22,5.5987,2026_sciac_conference_results.pdf,finals,,,
SCIAC,2026,women,sciac_2026,200 Back,2:02.26,2:09.54,2:11.46,0.6133,2026_sciac_conference_results.pdf,finals,,,
SCIAC,2026,women,sciac_2026,200 Breast,2:19.60,2:31.44,2:32.77,0.878,2026_sciac_conference_results.pdf,finals,,,
SCIAC,2026,women,sciac_2026,200 Fly,2:01.01,2:10.37,2:35.10,2.2727,2026_sciac_conference_results.pdf,finals,,,
SCIAC,2026,women,sciac_2026,200 Free,1:48.59,1:55.17,1:59.80,0.7473,2026_sciac_conference_results.pdf,finals,,,
SCIAC,2026,women,sciac_2026,200 IM,2:04.44,2:09.07,2:12.70,0.5507,2026_sciac_conference_results.pdf,finals,,,
SCIAC,2026,women,sciac_2026,400 IM,4:25.90,4:38.51,4:53.77,1.858,2026_sciac_conference_results.pdf,finals,,,
SCIAC,2026,women,sciac_2026,50 Free,22.82,24.30,24.99,0.1447,2026_sciac_conference_results.pdf,finals,,,
SCIAC,2026,women,sciac_2026,500 Free,5:00.84,5:15.89,5:22.48,1.4427,2026_sciac_conference_results.pdf,finals,,,
SEC,2026,men,sec_2026,100 Back,43.86,45.23,48.99,0.342,2026-SEC-Complete-Results.pdf,finals,,,
SEC,2026,men,sec_2026,100 Breast,49.92,51.81,52.91,0.1993,2026-SEC-Complete-Results.pdf,finals,,,
SEC,2026,men,sec_2026,100 Fly,43.06,45.42,46.23,0.2113,2026-SEC-Complete-Results.pdf,finals,,,
SEC,2026,men,sec_2026,100 Free,40.42,42.03,43.41,0.1993,2026-SEC-Complete-Results.pdf,finals,,,
SEC,2026,men,sec_2026,1650 Free,14:25.14,14:47.85,15:03.96,2.588,2026-SEC-Complete-Results.pdf,finals,,,
SEC,2026,men,sec_2026,200 Back,1:36.38,1:41.31,1:42.39,0.4007,2026-SEC-Complete-Results.pdf,finals,,,
SEC,2026,men,sec_2026,200 Breast,1:48.94,1:55.22,1:55.69,0.45,2026-SEC-Complete-Results.pdf,finals,,,
SEC,2026,men,sec_2026,200 Fly,1:38.46,1:41.35,1:43.85,0.3593,2026-SEC-Complete-Results.pdf,finals,,,
SEC,2026,men,sec_2026,200 Free,1:31.53,1:32.59,1:34.17,0.176,2026-SEC-Complete-Results.pdf,finals,,,
SEC,2026,men,sec_2026,200 IM,1:40.53,1:44.07,1:45.66,0.342,2026-SEC-Complete-Results.pdf,finals,,,
SEC,2026,men,sec_2026,400 IM,3:35.75,3:44.87,3:45.94,0.6793,2026-SEC-Complete-Results.pdf,finals,,,
SEC,2026,men,sec_2026,50 Free,18.42,18.94,19.51,0.0727,2026-SEC-Complete-Results.pdf,finals,,,
SEC,2026,men,sec_2026,500 Free,4:08.46,4:13.02,4:17.73,0.618,2026-SEC-Complete-Results.pdf,finals,,,
SEC,2026,women,sec_2026,100 Back,50.50,51.99,52.83,0.1553,2026-SEC-Complete-Results.pdf,finals,,,
SEC,2026,women,sec_2026,100 Breast,57.11,1:00.29,1:00.51,0.2267,2026-SEC-Complete-Results.pdf,finals,,,
SEC,2026,women,sec_2026,100 Fly,50.35,52.30,52.94,0.1727,2026-SEC-Complete-Results.pdf,finals,,,
SEC,2026,women,sec_2026,100 Free,46.01,48.42,49.03,0.2013,2026-SEC-Complete-Results.pdf,finals,,,
SEC,2026,women,sec_2026,1650 Free,15:32.75,16:15.59,16:29.03,3.752,2026-SEC-Complete-Results.pdf,finals,,,
SEC,2026,women,sec_2026,200 Back,1:49.94,1:55.36,1:57.26,0.488,2026-SEC-Complete-Results.pdf,finals,,,
SEC,2026,women,sec_2026,200 Breast,2:07.26,2:10.14,2:12.11,0.3233,2026-SEC-Complete-Results.pdf,finals,,,
SEC,2026,women,sec_2026,200 Fly,1:50.60,1:56.80,1:58.72,0.5413,2026-SEC-Complete-Results.pdf,finals,,,
SEC,2026,women,sec_2026,200 Free,1:41.71,1:44.25,1:46.62,0.3273,2026-SEC-Complete-Results.pdf,finals,,,
SEC,2026,women,sec_2026,200 IM,1:53.90,1:58.43,2:03.15,0.6167,2026-SEC-Complete-Results.pdf,finals,,,
SEC,2026,women,sec_2026,400 IM,4:01.97,4:15.35,4:15.63,0.9107,2026-SEC-Complete-Results.pdf,finals,,,
SEC,2026,women,sec_2026,50 Free,20.87,22.03,22.58,0.114,2026-SEC-Complete-Results.pdf,finals,,,
SEC,2026,women,sec_2026,500 Free,4:30.53,4:36.35,4:45.09,0.9707,2026-SEC-Complete-Results.pdf,finals,,,
